Country,YearBuilt,Type,Length_m,BrandPrestige,Price_USD
Netherlands,2019,Motor,65.49,4,13996143.1
USA,2024,Sailing,12.16,3,201564.77
Other,2022,Motor,43.36,4,4657578.96
USA,2019,Motor,48.52,4,6145539.94
Other,2020,Sailing,30.78,4,1351205.76
USA,2024,Motor,37.16,3,4155117.75
Netherlands,2021,Motor,19.89,5,871223.2
France,2021,Motor,27.59,1,1020578.05
Other,2024,Motor,40.37,2,2975124.09
Italy,2023,Motor,72.43,2,14993504.01
Other,2021,Motor,38.33,2,2227165.81
Other,2022,Motor,34.19,2,1865536.45
Turkey,2020,Motor,39.52,3,2570815.25
Other,2023,Catamaran,36.78,3,2715536.62
USA,2022,Sailing,26.27,2,969617.45
USA,2022,Catamaran,29.59,2,1630208.85
Germany,2023,Sailing,19.19,3,458145.85
Italy,2022,Motor,8.22,1,55524.0
UK,2020,Motor,6.6,4,41402.12
Italy,2018,Motor,43.07,3,4682938.28
Other,2021,Motor,10.72,1,83284.8
Italy,2018,Motor,17.18,2,297989.35
UK,2022,Catamaran,17.92,3,508102.89
Other,2018,Sailing,24.0,5,1008706.88
USA,2019,Motor,45.37,3,4748934.37
Turkey,2022,Sailing,54.28,3,5360468.5
Spain,2018,Motor,27.98,1,923673.38
France,2022,Motor,59.3,5,18456933.83
Netherlands,2024,Sailing,33.85,5,4080801.94
Other,2023,Motor,25.05,4,1222231.5
Greece,2020,Motor,13.01,2,147619.73
Other,2018,Sailing,23.33,1,421669.87
USA,2022,Motor,8.81,3,80537.79
Italy,2022,Motor,30.38,2,1637556.98
Turkey,2019,Motor,39.94,1,1604964.06
Italy,2023,Motor,37.66,2,3160750.83
Other,2020,Motor,31.08,3,1556350.89
Spain,2018,Motor,94.39,5,37304342.22
Italy,2020,Motor,10.32,3,130006.2
Other,2020,Motor,33.58,2,1851977.16
Other,2023,Motor,25.67,5,2030848.8
Turkey,2021,Motor,33.95,3,1935668.72
Other,2019,Motor,19.15,3,414802.04
UK,2020,Motor,23.13,5,1275036.82
Turkey,2023,Motor,31.16,3,1665432.26
Italy,2023,Motor,29.98,3,1813704.27
Other,2019,Motor,6.64,4,33809.87
Turkey,2021,Motor,13.71,2,168900.58
Other,2022,Motor,89.09,2,17530119.67
UK,2024,Motor,33.68,5,5027419.65
Other,2023,Motor,27.85,5,1942869.01
UK,2024,Sailing,33.71,1,1582078.42
USA,2024,Catamaran,11.64,5,305107.13
Other,2018,Sailing,18.62,1,242327.62
Italy,2024,Motor,19.48,4,908941.29
USA,2024,Motor,34.21,5,5288795.64
Greece,2024,Motor,44.88,4,5547814.38
Turkey,2019,Motor,41.28,1,2031093.89
Netherlands,2023,Motor,53.64,2,6678910.95
Spain,2020,Motor,33.68,3,1839852.21
Italy,2023,Motor,18.19,3,482208.85
Germany,2023,Motor,43.33,4,5846342.19
Germany,2023,Motor,32.4,1,1429499.17
Germany,2022,Motor,51.5,5,11522107.09
France,2022,Motor,30.99,1,1586198.47
Italy,2021,Motor,9.28,5,157103.99
Italy,2021,Motor,6.22,2,28064.84
Turkey,2024,Motor,77.34,4,23116761.71
Germany,2020,Motor,37.1,5,4480066.63
France,2022,Motor,46.14,5,8090493.55
Other,2023,Motor,23.87,5,1381894.76
USA,2018,Motor,19.8,3,435877.94
Other,2020,Motor,7.31,2,34264.31
Other,2020,Motor,17.85,1,283381.6
USA,2020,Motor,41.26,5,6227257.23
Other,2022,Motor,76.21,3,15693130.98
USA,2021,Motor,132.81,5,109866532.8
UK,2020,Sailing,23.87,2,657825.21
USA,2024,Motor,33.14,4,3330931.97
Italy,2020,Catamaran,29.52,3,1571502.38
UK,2019,Sailing,43.26,5,5824463.09
Italy,2021,Motor,27.46,3,1694947.62
Italy,2021,Motor,23.14,1,704762.89
Turkey,2024,Motor,54.47,4,8556768.3
Italy,2023,Motor,73.43,3,21870536.62
Turkey,2022,Motor,28.8,3,1372445.71
Turkey,2018,Motor,31.19,2,1029687.87
Italy,2020,Motor,17.16,2,373936.57
Netherlands,2021,Sailing,34.96,2,1906812.75
Italy,2024,Motor,15.25,2,392094.4
Germany,2019,Motor,29.42,3,1255300.76
UK,2019,Motor,34.32,2,2118049.01
France,2021,Motor,32.96,2,1783886.69
UK,2019,Motor,18.39,3,396819.4
Germany,2024,Motor,84.17,3,27605974.36
Turkey,2021,Motor,40.16,4,4001722.53
France,2024,Motor,36.58,1,2287938.55
Italy,2021,Motor,17.04,2,417183.15
Netherlands,2023,Motor,12.6,2,194208.98
Turkey,2021,Catamaran,16.41,5,459846.94
USA,2020,Motor,16.02,2,294264.75
Turkey,2024,Motor,28.47,2,1274661.52
Turkey,2024,Motor,43.63,4,6156206.36
Netherlands,2020,Motor,80.94,2,16635043.32
UK,2024,Motor,16.64,3,506640.83
Italy,2024,Motor,39.62,3,4128301.86
France,2021,Motor,24.21,5,1544258.85
Other,2021,Motor,41.23,3,3220727.01
Other,2019,Motor,90.72,5,35724438.95
Spain,2021,Motor,28.06,2,1206971.68
Germany,2022,Sailing,34.65,4,3169908.28
Spain,2020,Sailing,36.6,3,2027986.89
Netherlands,2020,Sailing,26.25,1,727962.83
Other,2018,Motor,25.44,2,683733.13
Spain,2022,Motor,9.02,1,61213.67
USA,2020,Sailing,15.66,1,206346.69
USA,2024,Motor,42.31,5,7602917.96
Spain,2019,Motor,28.16,4,1447301.42
USA,2021,Sailing,25.11,2,806667.86
USA,2018,Motor,36.13,2,1842210.42
USA,2023,Motor,11.06,5,284702.96
Spain,2022,Sailing,32.76,2,1541333.49
Germany,2024,Catamaran,14.92,3,356475.16
Other,2020,Motor,26.11,4,980965.05
Other,2020,Motor,13.46,2,161331.44
Italy,2018,Motor,25.14,4,1394184.2
Italy,2020,Motor,63.1,4,14516742.14
UK,2018,Motor,71.69,2,12158472.68
USA,2021,Motor,38.96,5,5365093.06
Netherlands,2020,Motor,30.14,3,1563378.71
Germany,2021,Catamaran,38.89,5,5549608.01
Italy,2023,Motor,34.11,1,2027717.55
France,2021,Sailing,29.09,2,1200919.85
France,2024,Motor,128.52,2,76372946.31
Spain,2018,Motor,129.71,4,58930500.17
Germany,2022,Sailing,29.98,4,1907512.01
Spain,2018,Motor,27.5,4,1232623.36
France,2023,Motor,125.44,4,90733993.31
Turkey,2021,Motor,35.05,2,1705104.2
USA,2024,Motor,82.22,4,29389889.18
Other,2023,Motor,118.8,2,44784145.31
Other,2019,Motor,33.24,2,1585033.35
USA,2024,Motor,29.56,3,2116607.28
UK,2022,Sailing,33.82,4,2433411.3
Germany,2020,Motor,13.12,3,191482.84
Italy,2019,Motor,16.58,2,368292.01
Greece,2022,Motor,35.89,3,2544436.89
France,2022,Motor,45.14,1,3595773.51
Spain,2023,Motor,15.16,3,332473.09
Other,2021,Motor,42.15,3,3370507.47
Greece,2021,Catamaran,22.18,3,669113.33
USA,2021,Motor,34.76,2,1901176.67
USA,2018,Motor,84.39,2,18177216.49
Turkey,2024,Motor,25.23,3,969686.78
Spain,2021,Motor,24.35,2,803536.3
USA,2019,Motor,13.58,3,202326.53
Other,2020,Sailing,27.14,3,968920.5
Greece,2019,Sailing,33.13,2,1187020.5
USA,2019,Sailing,43.28,1,2425077.79
USA,2018,Motor,6.05,2,24000.98
Spain,2022,Motor,11.14,2,116074.44
France,2023,Sailing,34.98,3,2489418.38
Italy,2020,Sailing,35.03,1,1502159.74
UK,2018,Motor,30.71,3,1530342.89
France,2022,Motor,61.91,4,7469869.42
Other,2024,Motor,13.73,1,170119.75
Other,2021,Catamaran,11.39,1,75139.85
Other,2022,Motor,38.08,5,4931754.42
USA,2022,Sailing,17.9,2,343075.3
Netherlands,2024,Motor,42.51,3,5400029.11
Greece,2018,Sailing,47.25,1,2343101.56
UK,2024,Motor,12.44,2,202505.5
USA,2018,Motor,30.98,4,2103001.16
USA,2024,Motor,53.8,4,13157889.38
Germany,2023,Motor,32.79,4,2850055.2
USA,2018,Motor,13.96,2,166990.3
Netherlands,2020,Motor,28.67,1,1018503.51
USA,2024,Motor,23.82,2,1076307.93
UK,2020,Catamaran,26.35,5,1716051.88
USA,2023,Motor,33.04,5,4395831.84
Italy,2022,Motor,59.31,5,16167372.92
Spain,2020,Motor,17.53,3,377441.57
Other,2023,Motor,39.03,5,5460785.85
Other,2023,Motor,32.98,1,1432549.2
Turkey,2022,Catamaran,33.1,4,2469550.78
Netherlands,2023,Motor,28.73,5,3331378.46
Italy,2018,Motor,44.82,5,6894438.84
Italy,2022,Motor,35.86,1,2277438.65
USA,2023,Motor,62.24,4,13106181.16
Italy,2020,Motor,29.0,3,1454381.93
Other,2022,Sailing,40.53,2,2327365.42
Netherlands,2024,Motor,25.37,2,1241943.07
Spain,2020,Motor,87.95,3,19055523.52
UK,2019,Motor,10.55,1,87274.42
Germany,2023,Motor,29.33,3,1991412.33
Greece,2023,Motor,33.37,4,2597490.2
UK,2022,Motor,37.73,3,2508719.45
UK,2019,Motor,43.16,1,2684770.31
Netherlands,2020,Motor,38.97,3,3124568.75
Netherlands,2024,Motor,35.03,4,3304981.97
USA,2024,Motor,77.53,4,16608576.69
Other,2020,Sailing,12.88,2,108537.5
Greece,2024,Sailing,17.87,1,260180.43
Spain,2022,Motor,36.31,4,3156360.67
Other,2024,Sailing,36.58,4,3335063.55
Italy,2021,Catamaran,37.28,4,3420756.37
France,2024,Motor,33.06,2,2478769.48
Greece,2022,Motor,43.85,4,4452451.34
USA,2022,Motor,42.06,2,3575503.8
UK,2019,Motor,37.24,3,2504081.9
Italy,2019,Sailing,37.28,5,3589481.48
Other,2023,Motor,26.51,4,1387890.48
Greece,2024,Motor,32.18,4,2753007.97
Turkey,2019,Sailing,26.71,1,503453.46
Other,2019,Motor,6.2,3,25580.4
Netherlands,2020,Motor,6.93,4,52142.99
USA,2022,Sailing,33.28,4,2510352.34
France,2022,Motor,11.84,2,147670.48
Greece,2024,Motor,12.64,4,274715.77
USA,2024,Motor,75.18,4,27008562.81
Turkey,2019,Motor,32.85,2,1184326.75
Other,2023,Sailing,34.25,4,2538615.44
Germany,2023,Sailing,43.98,3,4418696.53
Other,2023,Motor,103.82,5,64708015.06
USA,2024,Motor,44.88,1,3888257.72
Other,2024,Motor,78.98,4,23713558.53
Italy,2021,Motor,9.8,3,111316.33
Other,2019,Motor,13.49,1,126635.09
Italy,2021,Motor,52.48,3,7091388.82
Italy,2021,Motor,42.61,2,4241661.27
Netherlands,2019,Sailing,43.83,5,5511867.78
USA,2020,Motor,37.78,4,3113740.33
Other,2022,Motor,41.31,5,5757912.37
Spain,2024,Motor,69.62,5,25478983.05
Other,2018,Motor,26.76,2,888649.55
USA,2023,Motor,79.6,2,20758812.62
Italy,2018,Sailing,35.61,4,2473587.5
Other,2019,Motor,30.87,1,936414.9
Germany,2022,Motor,13.54,1,164412.0
Netherlands,2018,Motor,13.62,2,206749.51
Spain,2023,Motor,14.36,4,291375.81
Spain,2018,Motor,8.49,2,47540.44
Other,2020,Motor,19.97,3,513375.32
USA,2020,Motor,15.12,5,482156.45
Other,2023,Motor,10.4,1,81149.35
Netherlands,2019,Sailing,27.47,2,961939.64
Other,2020,Motor,71.81,5,19472429.15
France,2019,Motor,10.93,1,98683.14
Germany,2024,Motor,11.27,2,134363.0
USA,2020,Motor,37.9,2,2617248.48
Greece,2022,Motor,35.57,1,1423586.46
Italy,2018,Sailing,6.44,2,28215.78
USA,2020,Motor,15.03,4,353506.04
Germany,2024,Motor,33.32,3,2580456.08
Italy,2019,Motor,26.3,5,1743108.21
Greece,2024,Catamaran,32.23,3,1735334.21
Other,2022,Motor,80.16,4,20743001.3
USA,2022,Motor,32.93,5,3935151.55
Italy,2019,Motor,43.99,3,4204034.82
Italy,2018,Motor,50.84,4,7192837.33
Spain,2020,Motor,40.05,3,3267731.16
Turkey,2021,Motor,49.13,2,3591216.89
USA,2022,Motor,38.58,3,3611069.85
Spain,2022,Motor,42.23,4,4878350.57
Turkey,2021,Motor,43.31,3,3773664.1
Greece,2018,Motor,28.56,3,1222307.46
Other,2020,Motor,80.45,3,16903690.81
Italy,2024,Motor,16.74,4,676472.55
France,2021,Motor,35.78,4,3151533.67
USA,2022,Motor,98.95,3,37110872.19
Germany,2023,Motor,10.69,2,116661.48
France,2022,Motor,26.52,2,1150867.85
Turkey,2020,Motor,44.17,2,2849520.63
USA,2024,Motor,37.2,2,3186296.56
UK,2021,Motor,35.25,1,2105528.44
UK,2019,Motor,26.78,2,987737.04
Greece,2022,Motor,31.61,2,1600631.47
Germany,2021,Catamaran,26.36,1,801895.33
Other,2023,Motor,37.91,3,2868098.87
Other,2020,Motor,11.3,1,74760.69
Other,2019,Motor,65.68,3,11150221.55
Italy,2023,Catamaran,22.35,2,812967.02
Other,2024,Motor,29.52,4,1742898.54
Other,2019,Sailing,43.77,4,3446684.81
France,2021,Motor,34.86,3,2707704.22
Netherlands,2022,Motor,65.44,2,11362740.92
Spain,2021,Motor,16.86,2,334613.27
Turkey,2019,Sailing,38.53,3,1996368.44
Greece,2024,Motor,18.7,5,798090.12
Other,2023,Motor,25.93,1,665241.38
Italy,2021,Motor,43.51,4,5385427.79
Other,2021,Motor,18.24,2,371425.07
Germany,2024,Motor,23.65,1,779703.41
Germany,2022,Motor,36.17,1,1851051.74
Other,2023,Motor,50.68,5,9198880.82
UK,2022,Catamaran,17.35,4,542395.35
Other,2024,Motor,18.95,4,733454.91
Greece,2018,Motor,29.08,4,1334762.82
Germany,2023,Motor,11.84,3,188704.35
USA,2020,Sailing,44.43,5,6301210.76
Turkey,2020,Sailing,48.19,3,3452439.05
USA,2023,Motor,34.67,4,3590154.87
Germany,2023,Sailing,26.18,3,1094801.77
UK,2024,Motor,39.46,1,2646327.42
Turkey,2019,Motor,43.68,4,4179951.15
UK,2022,Sailing,31.19,3,1561551.55
Other,2024,Motor,90.69,4,33655837.09
USA,2021,Motor,40.42,4,3998113.77
USA,2024,Sailing,13.42,3,229836.65
Italy,2024,Motor,29.13,4,2749533.87
Other,2024,Sailing,32.21,1,1243742.04
Other,2019,Motor,25.5,1,612692.15
Spain,2018,Motor,40.91,4,3241304.2
France,2021,Motor,28.13,2,1283735.32
USA,2021,Motor,37.35,2,3420307.97
UK,2020,Motor,33.84,4,3139247.35
France,2020,Motor,12.13,4,203617.91
Netherlands,2023,Motor,45.21,4,5942747.55
UK,2023,Motor,38.66,5,5814447.17
Spain,2024,Motor,38.34,3,3899082.42
Netherlands,2023,Motor,6.17,4,38692.61
Germany,2021,Motor,14.7,5,434505.63
Other,2024,Motor,67.84,3,14687704.05
Other,2019,Catamaran,39.42,2,2222776.2
Turkey,2019,Motor,36.99,2,2002866.57
Other,2022,Motor,80.36,2,15294032.88
USA,2018,Catamaran,14.28,1,144450.27
Netherlands,2021,Motor,13.0,3,215088.27
UK,2018,Motor,28.83,3,1435886.7
Italy,2024,Motor,73.0,2,19042892.83
France,2022,Sailing,24.33,2,749853.2
Netherlands,2020,Sailing,41.3,3,2923408.97
Netherlands,2024,Sailing,39.55,4,3900645.23
Spain,2020,Motor,37.26,1,1712767.58
Other,2023,Motor,68.49,3,12564247.22
UK,2020,Sailing,21.78,3,674808.44
Italy,2023,Motor,25.77,2,1240573.31
Spain,2021,Sailing,42.51,5,4770286.33
Other,2022,Motor,19.11,2,391733.33
Italy,2024,Motor,67.26,3,19021541.86
Italy,2021,Motor,8.6,4,252981.18
Other,2024,Sailing,38.56,5,4419621.98
France,2022,Motor,8.02,2,64693.99
Spain,2021,Motor,25.08,4,1268814.35
Germany,2018,Motor,75.81,4,16772792.79
Italy,2024,Motor,49.81,3,8617914.02
Other,2022,Motor,21.28,4,832329.54
UK,2021,Motor,15.08,2,256263.69
Italy,2019,Motor,37.22,1,2290260.98
France,2021,Motor,36.91,3,3038497.12
Other,2024,Sailing,29.14,1,1019995.56
Spain,2020,Motor,37.48,3,2558484.43
USA,2020,Motor,10.03,2,79217.33
Italy,2019,Sailing,34.8,2,1782182.4
Other,2020,Sailing,32.27,4,1649408.74
Other,2021,Motor,73.3,3,14002206.24
France,2024,Motor,30.6,5,3850153.05
Netherlands,2023,Motor,9.73,2,95090.29
Other,2020,Motor,24.21,2,784084.32
Greece,2024,Motor,26.53,2,1064646.3
Turkey,2019,Motor,69.01,2,3164019.68
Netherlands,2023,Sailing,12.76,2,142767.5
Other,2019,Motor,17.02,3,340635.76
Italy,2024,Motor,42.06,4,7300601.17
UK,2020,Motor,29.68,4,1824814.93
Germany,2021,Motor,39.29,1,2394881.94
Other,2024,Motor,22.03,1,546368.1
Other,2023,Motor,36.03,2,2136176.09
Netherlands,2021,Motor,29.44,3,1651965.62
Netherlands,2024,Motor,7.28,5,82997.65
France,2018,Motor,27.58,2,969575.55
Italy,2022,Motor,71.32,5,32084066.47
Italy,2019,Catamaran,36.36,5,4112154.3
France,2023,Motor,83.73,3,24155220.07
USA,2018,Motor,16.6,3,355874.54
Netherlands,2023,Motor,36.47,3,2846763.36
Other,2018,Catamaran,23.78,4,804604.95
Turkey,2018,Catamaran,16.69,3,233296.47
France,2024,Motor,27.74,2,1347915.27
UK,2023,Catamaran,29.76,4,2314638.79
Netherlands,2020,Sailing,9.45,3,70312.19
Turkey,2024,Motor,19.61,3,576219.92
UK,2024,Motor,42.66,2,4465095.44
Netherlands,2023,Motor,61.2,4,13866504.98
Spain,2020,Motor,6.8,5,46054.69
Spain,2021,Motor,29.19,1,827323.12
Other,2024,Motor,134.03,4,92911969.36
Other,2022,Motor,19.96,5,807127.76
Spain,2021,Motor,34.91,2,1959961.51
Other,2024,Motor,39.41,2,2930817.36
France,2020,Sailing,7.58,3,48608.02
Netherlands,2021,Motor,34.96,5,4313786.71
Netherlands,2019,Motor,12.19,5,241681.08
Other,2023,Motor,7.12,2,42128.89
USA,2022,Motor,44.6,4,6328339.68
Other,2022,Motor,44.03,3,3929818.91
Greece,2024,Motor,39.57,3,3618667.24
Other,2024,Motor,16.2,1,280557.81
Netherlands,2020,Motor,8.79,3,71437.73
Greece,2018,Sailing,30.99,4,1348699.85
Greece,2019,Motor,8.37,3,61680.48
Other,2019,Motor,8.34,5,87937.63
Other,2023,Motor,26.08,4,1644438.21
Italy,2020,Motor,54.13,5,12926094.34
Greece,2018,Motor,17.84,2,253512.79
France,2023,Motor,27.63,5,2518798.88
USA,2023,Catamaran,28.06,4,1811799.16
Other,2024,Motor,7.67,3,59422.45
Turkey,2019,Motor,29.5,1,765267.27
Other,2024,Motor,7.07,3,49573.22
USA,2024,Motor,21.87,3,1085505.66
France,2022,Motor,30.03,3,1829118.42
France,2023,Motor,32.19,1,1577465.08
Germany,2024,Motor,18.26,3,225548.8
Italy,2023,Motor,82.33,5,41333382.93
Turkey,2018,Motor,37.49,3,2277517.8
Spain,2024,Motor,6.05,4,39090.89
France,2021,Motor,37.89,5,4999868.25
Netherlands,2018,Motor,38.36,3,2435162.68
Greece,2021,Motor,70.01,3,13477862.25
Other,2019,Motor,43.37,2,2269624.43
Greece,2022,Motor,31.82,1,1317532.55
Other,2020,Motor,54.96,3,6089674.67
Turkey,2023,Motor,44.46,1,2502842.46
Other,2021,Motor,69.48,3,12307971.0
Turkey,2018,Motor,27.63,2,727287.13
Greece,2020,Sailing,48.11,4,4546004.4
Germany,2021,Motor,47.41,4,5987222.2
Spain,2022,Motor,83.01,4,24140599.87
USA,2024,Motor,42.35,4,7020683.18
Italy,2024,Motor,34.38,2,2702431.67
Spain,2022,Catamaran,33.34,3,1822436.21
Germany,2021,Motor,7.25,4,56661.58
Italy,2019,Motor,41.79,3,4004341.79
Other,2018,Motor,68.17,1,7466881.74
USA,2020,Motor,52.4,2,5720236.55
Germany,2021,Motor,110.58,5,69990515.52
Greece,2024,Motor,15.45,1,255036.5
Turkey,2019,Sailing,25.2,3,621548.33
USA,2021,Motor,26.12,3,1340922.93
Other,2020,Sailing,40.68,2,1971200.77
Other,2023,Motor,34.61,5,4067408.41
Turkey,2020,Motor,18.36,1,294175.53
France,2020,Motor,51.1,3,6232971.79
Netherlands,2023,Motor,22.98,1,729607.64
France,2020,Motor,36.4,2,2314742.29
Other,2024,Motor,41.53,1,2842404.87
France,2023,Motor,43.64,5,8444001.27
Other,2023,Motor,133.45,2,52887579.06
Other,2023,Motor,6.75,5,57802.21
Other,2022,Motor,27.77,2,1184930.22
France,2020,Motor,35.24,2,1836296.47
UK,2024,Motor,45.2,2,5018787.55
USA,2021,Motor,29.73,5,3117322.89
USA,2021,Sailing,48.42,5,6979951.57
Other,2019,Motor,78.39,5,24791685.75
Other,2022,Motor,38.27,4,3148214.06
France,2023,Sailing,25.41,3,1021716.42
Turkey,2021,Sailing,31.32,3,1484701.14
Germany,2019,Sailing,41.39,2,2814682.86
Other,2023,Motor,25.95,1,875081.2
Germany,2021,Sailing,6.14,2,25687.02
USA,2020,Motor,44.34,3,4592748.49
France,2024,Sailing,39.9,2,3130375.91
Greece,2023,Motor,15.63,3,320142.34
Italy,2024,Motor,29.27,5,3589682.06
Other,2018,Motor,69.66,4,11838138.35
France,2019,Sailing,38.42,3,2420900.42
Netherlands,2023,Sailing,39.15,3,2766876.15
USA,2022,Motor,11.31,1,112451.17
Other,2024,Sailing,58.5,4,9036557.76
Italy,2022,Motor,61.34,5,20011590.71
Greece,2024,Motor,38.81,3,2952366.32
Netherlands,2020,Motor,9.12,5,136979.24
UK,2022,Motor,7.46,4,68764.2
Other,2018,Motor,34.95,2,1498119.75
USA,2019,Motor,10.38,1,69964.5
Italy,2018,Motor,36.77,5,4375900.44
Italy,2019,Motor,80.6,2,16318234.04
Italy,2020,Sailing,41.91,2,3416441.94
Spain,2022,Motor,25.22,5,1512252.96
France,2024,Motor,56.24,3,9723329.8
Other,2019,Motor,31.38,1,1057219.78
Greece,2024,Motor,7.05,3,49093.91
Italy,2018,Motor,41.91,5,6487360.03
UK,2024,Motor,59.31,5,15220051.76
Italy,2023,Motor,42.46,4,6059498.37
Germany,2019,Motor,20.04,5,899052.37
UK,2021,Motor,56.31,2,6771717.27
Other,2023,Motor,6.57,2,9529.0
Italy,2024,Motor,31.89,3,2632570.32
USA,2018,Motor,29.3,4,1851328.07
Other,2022,Motor,35.09,2,1822712.01
Netherlands,2023,Motor,30.55,3,1757931.23
Other,2022,Motor,42.52,2,3295549.99
UK,2022,Motor,46.28,1,4121636.56
France,2023,Motor,42.64,3,4684704.48
Spain,2023,Motor,23.43,5,1471599.1
Other,2018,Motor,18.12,4,410735.25
Germany,2020,Motor,27.24,4,1384591.31
Other,2023,Catamaran,19.22,4,629969.13
Germany,2022,Motor,25.41,4,1404350.0
Germany,2023,Motor,12.27,2,159472.61
Italy,2018,Sailing,31.4,4,1633750.75
Italy,2019,Motor,28.37,2,1238130.01
UK,2021,Motor,83.53,5,40570988.89
Turkey,2019,Sailing,44.2,4,3329719.73
Turkey,2022,Motor,10.52,1,75733.66
Spain,2018,Motor,44.23,3,3602052.36
UK,2019,Sailing,31.84,3,1199766.37
Netherlands,2024,Motor,119.27,3,56900710.48
USA,2019,Motor,44.76,3,3626207.48
USA,2022,Motor,32.3,1,1569663.6
Other,2020,Motor,17.48,3,297575.48
Spain,2023,Motor,7.82,2,53774.45
France,2023,Sailing,56.83,5,12865802.25
Italy,2024,Motor,33.5,3,2938332.92
Netherlands,2020,Motor,68.45,3,12295813.16
Other,2019,Motor,37.8,3,2423578.45
Greece,2022,Motor,13.85,3,227569.47
Other,2022,Motor,21.55,2,519109.63
Spain,2023,Motor,25.27,4,1445037.17
USA,2021,Motor,40.01,1,2718706.28
France,2023,Motor,36.05,3,3023927.92
Other,2022,Motor,128.6,3,68863785.23
UK,2022,Motor,8.31,1,53084.85
Other,2023,Sailing,19.03,3,417781.87
Germany,2018,Catamaran,35.97,1,1419981.36
Other,2022,Motor,22.0,5,1231892.42
USA,2020,Catamaran,11.2,2,110911.9
UK,2021,Sailing,34.59,3,2210132.52
Turkey,2019,Motor,49.49,3,4294129.11
USA,2023,Motor,32.43,5,3735821.61
Spain,2018,Catamaran,30.1,3,1132105.7
USA,2022,Motor,27.48,5,2325474.25
Germany,2020,Motor,42.49,2,3117915.34
Turkey,2019,Catamaran,19.96,2,343801.98
USA,2020,Motor,10.7,3,126842.48
Turkey,2021,Motor,32.84,1,1114878.87
Other,2018,Motor,32.83,3,1529254.23
Greece,2019,Motor,34.18,1,1332653.31
Other,2021,Motor,37.2,3,2637064.24
Other,2024,Motor,9.48,1,72136.06
Greece,2021,Motor,32.98,3,2012163.27
Other,2022,Motor,31.0,3,1869164.03
Other,2024,Motor,8.81,4,98205.62
France,2024,Motor,9.57,2,99455.06
Italy,2020,Motor,61.96,2,9251065.42
Italy,2018,Motor,36.67,3,2608548.7
Italy,2018,Motor,61.42,2,6966493.73
Germany,2024,Catamaran,9.7,2,91677.63
Other,2018,Sailing,10.27,4,86206.09
USA,2021,Motor,28.1,3,1238059.04
USA,2018,Motor,63.51,4,12734343.73
USA,2023,Motor,113.28,4,70236043.11
Other,2024,Sailing,34.86,4,2912108.85
Turkey,2019,Motor,39.75,4,3024296.26
Greece,2018,Motor,84.95,3,17501862.16
Italy,2021,Motor,33.76,5,3805916.98
Netherlands,2019,Catamaran,25.02,4,1172257.38
Turkey,2021,Catamaran,7.06,5,61672.4
Other,2024,Sailing,37.71,3,2982837.59
Other,2021,Motor,11.9,4,176626.48
Greece,2024,Motor,18.29,3,496168.33
Germany,2022,Motor,43.24,4,5740927.84
Germany,2020,Motor,49.04,5,9132268.6
USA,2023,Motor,74.03,1,12021270.08
Germany,2024,Motor,73.2,3,18139442.03
Turkey,2022,Motor,43.06,2,3110422.14
Other,2021,Catamaran,19.79,1,370843.28
UK,2020,Motor,9.59,4,101668.37
Turkey,2024,Motor,48.66,4,6793983.89
Italy,2021,Motor,79.51,4,24502057.54
Italy,2022,Motor,12.64,3,220041.35
UK,2024,Motor,85.63,5,56473567.64
Turkey,2021,Motor,82.01,5,28136861.22
USA,2021,Motor,31.08,4,2751660.05
France,2020,Motor,67.74,3,13854214.66
USA,2018,Catamaran,34.34,1,1475328.56
Spain,2020,Motor,26.88,4,1534717.73
UK,2022,Motor,11.69,2,137678.91
Greece,2019,Motor,15.02,1,147127.2
USA,2024,Motor,42.6,2,4316392.64
Spain,2024,Motor,25.13,4,1457356.71
Spain,2021,Sailing,29.85,3,1232789.52
France,2020,Motor,57.73,4,18148978.39
USA,2024,Motor,32.73,3,2615229.22
Other,2020,Motor,15.42,2,231646.22
USA,2018,Motor,79.22,3,17258367.14
Other,2019,Motor,29.84,1,839325.41
France,2021,Motor,34.06,4,2911854.24
Greece,2019,Motor,38.85,3,2640344.53
Germany,2021,Catamaran,27.06,2,1108760.7
Other,2018,Motor,43.76,4,4428617.47
Germany,2022,Motor,34.38,3,2195892.29
Italy,2023,Motor,27.45,4,1746386.21
France,2019,Motor,17.63,3,388374.43
USA,2024,Motor,12.59,3,281349.89
Netherlands,2020,Motor,22.76,2,669415.36
USA,2024,Sailing,37.67,2,2365663.92
UK,2024,Motor,31.75,3,1798498.89
France,2024,Motor,28.12,2,1406630.71
Spain,2024,Motor,40.65,2,3346474.92
Other,2019,Motor,30.69,5,2153665.57
UK,2022,Sailing,33.36,1,1566733.19
Germany,2022,Motor,33.96,1,1804048.21
USA,2018,Motor,26.31,5,1722922.32
Italy,2022,Motor,31.61,3,2069585.62
Germany,2023,Motor,38.72,2,3062460.97
Turkey,2021,Motor,149.35,4,95551255.39
Spain,2020,Motor,38.22,5,4073795.65
Spain,2023,Sailing,40.0,2,2711574.93
France,2024,Motor,26.91,3,1603425.6
France,2020,Motor,28.25,5,2125532.68
Italy,2024,Motor,40.29,4,5368176.11
Germany,2023,Motor,84.44,3,26604621.5
Other,2024,Motor,32.03,5,3590095.04
Other,2022,Motor,37.87,5,4660671.23
